Experiement  date published(based on article),container Material,How Submerged,Temp(C),Time(Min),Starting Cell Count(Log CFU/g),Cell Count(Log CFU/g),Dataset Origin
2017-Jones-Ibarra,metal,entirely,71.1,0.5,6,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,1.0,6,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,5.0,6,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,10.0,6,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,15.0,6,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,0.0,6,6.0,
2017-Jones-Ibarra,metal,entirely,71.1,0.5,6,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,1.0,6,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,5.0,6,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,10.0,6,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,15.0,6,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,0.0,6,6.0,Salmonella cocktail
2017-Jones-Ibarra,metal,entirely,60.0,15.0,6,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,30.0,6,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,45.0,6,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,60.0,6,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,0.0,6,6.0,
2017-Jones-Ibarra,metal,entirely,60.0,15.0,6,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,30.0,6,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,45.0,6,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,60.0,6,0.9,
2020-Wong,metal,partially,82.2,0.0,6,6.0,Blood and feather but no summary
2020-Wong,metal,partially,82.2,0.5,6,5.95,
2020-Wong,metal,partially,82.2,1.0,6,5.75,
2020-Wong,metal,partially,82.2,2.0,6,4.87,
2020-Wong,metal,partially,82.2,3.0,6,3.54,
2020-Wong,metal,partially,82.2,4.0,6,3.31,
2020-Wong,metal,partially,82.2,5.0,6,0.9,
2020-Wong,metal,partially,82.2,0.0,6,6.0,
2020-Wong,metal,partially,82.2,0.5,6,5.96,
2020-Wong,metal,partially,82.2,1.0,6,5.76,
2020-Wong,metal,partially,82.2,2.0,6,4.78,
2020-Wong,metal,partially,82.2,3.0,6,3.41,
2020-Wong,metal,partially,82.2,4.0,6,3.22,
2020-Wong,metal,partially,82.2,5.0,6,0.9,
2020-Wong,metal,partially,82.2,0.0,6,6.0,
2020-Wong,metal,partially,82.2,0.5,6,4.96,
2020-Wong,metal,partially,82.2,1.0,6,4.68,
2020-Wong,metal,partially,82.2,2.0,6,4.84,
2020-Wong,metal,partially,82.2,3.0,6,3.58,
2020-Wong,metal,partially,82.2,4.0,6,0.9,
2020-Wong,metal,partially,82.2,5.0,6,0.9,
2020-Wong,metal,partially,87.7,0.0,6,6.0,
2020-Wong,metal,partially,87.7,0.5,6,5.81,
2020-Wong,metal,partially,87.7,1.0,6,5.81,
2020-Wong,metal,partially,87.7,2.0,6,3.6,
2020-Wong,metal,partially,87.7,3.0,6,2.25,
2020-Wong,metal,partially,87.7,4.0,6,0.9,
2020-Wong,metal,partially,87.7,5.0,6,0.9,
2020-Wong,metal,partially,87.7,0.0,6,6.0,
2020-Wong,metal,partially,87.7,0.5,6,5.76,
2020-Wong,metal,partially,87.7,1.0,6,5.41,
2020-Wong,metal,partially,87.7,2.0,6,0.9,
2020-Wong,metal,partially,87.7,3.0,6,0.9,
2020-Wong,metal,partially,87.7,4.0,6,0.9,
2020-Wong,metal,partially,87.7,5.0,6,0.9,
2020-Wong,metal,partially,87.7,0.0,6,6.0,
2020-Wong,metal,partially,87.7,0.5,6,4.9,
2020-Wong,metal,partially,87.7,1.0,6,4.46,
2020-Wong,metal,partially,87.7,2.0,6,3.29,
2020-Wong,metal,partially,87.7,3.0,6,0.9,
2020-Wong,metal,partially,87.7,4.0,6,0.9,
2020-Wong,metal,partially,87.7,5.0,6,0.9,
2020-Wong,metal,partially,93.3,0.0,6,6.0,
2020-Wong,metal,partially,93.3,0.5,6,0.9,
2020-Wong,metal,partially,93.3,1.0,6,0.9,
2020-Wong,metal,partially,93.3,2.0,6,0.9,
2020-Wong,metal,partially,93.3,3.0,6,0.9,
2020-Wong,metal,partially,93.3,4.0,6,0.9,
2020-Wong,metal,partially,93.3,5.0,6,0.9,
2020-Wong,metal,partially,93.3,0.0,6,6.0,
2020-Wong,metal,partially,93.3,0.5,6,2.36,
2020-Wong,metal,partially,93.3,1.0,6,0.9,
2020-Wong,metal,partially,93.3,2.0,6,0.9,
2020-Wong,metal,partially,93.3,3.0,6,0.9,
2020-Wong,metal,partially,93.3,4.0,6,0.9,
2020-Wong,metal,partially,93.3,5.0,6,0.9,
2020-Wong,metal,partially,93.3,0.0,6,6.0,
2020-Wong,metal,partially,93.3,0.5,6,2.86,
2020-Wong,metal,partially,93.3,1.0,6,0.9,
2020-Wong,metal,partially,93.3,2.0,6,0.9,
2020-Wong,metal,partially,93.3,3.0,6,0.9,
2020-Wong,metal,partially,93.3,4.0,6,0.9,
2020-Wong,metal,partially,93.3,5.0,6,0.9,
2021-FSIS-Guideline,pastic,entirely,57.8,63.3,6,0.9,FSIS Chicken Standard 1% Fat
2021-FSIS-Guideline,pastic,entirely,58.1,50.1,6,0.9,
2021-FSIS-Guideline,pastic,entirely,58.9,39.7,6,0.9,
2021-FSIS-Guideline,pastic,entirely,59.4,31.6,6,0.9,
2021-FSIS-Guideline,pastic,entirely,60.0,25.2,6,0.9,
2021-FSIS-Guideline,pastic,entirely,60.6,20.1,6,0.9,
2021-FSIS-Guideline,pastic,entirely,61.1,16.1,6,0.9,
2021-FSIS-Guideline,pastic,entirely,61.7,13.0,6,0.9,
2021-FSIS-Guideline,pastic,entirely,62.2,10.4,6,0.9,
2021-FSIS-Guideline,pastic,entirely,62.8,8.4,6,0.9,
2021-FSIS-Guideline,pastic,entirely,63.3,6.8,6,0.9,
2021-FSIS-Guideline,pastic,entirely,63.9,5.5,6,0.9,
2021-FSIS-Guideline,pastic,entirely,64.4,4.4,6,0.9,
2021-FSIS-Guideline,pastic,entirely,65.0,3.5,6,0.9,
2021-FSIS-Guideline,pastic,entirely,65.5,2.7,6,0.9,
2021-FSIS-Guideline,pastic,entirely,66.1,2.1,6,0.9,
2021-FSIS-Guideline,pastic,entirely,66.7,1.5,6,0.9,
2021-FSIS-Guideline,pastic,entirely,67.2,1.2,6,0.9,
2021-FSIS-Guideline,pastic,entirely,67.8,0.93,6,0.9,
2021-FSIS-Guideline,pastic,entirely,68.3,0.74,6,0.9,
2021-FSIS-Guideline,pastic,entirely,68.9,0.58,6,0.9,
2021-FSIS-Guideline,pastic,entirely,69.4,0.46,6,0.9,
2021-FSIS-Guideline,pastic,entirely,70.0,0.36,6,0.9,
2021-FSIS-Guideline,pastic,entirely,70.6,0.28,6,0.9,
2021-FSIS-Guideline,pastic,entirely,71.1,0.23,6,0.9,
2021-FSIS-Guideline,pastic,entirely,71.7,0.18,6,0.9,
2023-Mvuyekure,plastic,entirely,60.0,0.0,7,7.0,Dataset with the blood Summary
2023-Mvuyekure,plastic,entirely,60.0,1.0,7,7.08,
2023-Mvuyekure,plastic,entirely,60.0,3.0,7,6.73,
2023-Mvuyekure,plastic,entirely,60.0,5.0,7,6.2,
2023-Mvuyekure,plastic,entirely,60.0,7.5,7,4.74,
2023-Mvuyekure,plastic,entirely,60.0,10.0,7,3.95,
2023-Mvuyekure,plastic,entirely,60.0,12.0,7,2.81,
2023-Mvuyekure,plastic,entirely,60.0,15.0,7,1.43,
2023-Mvuyekure,plastic,entirely,60.0,20.0,7,0.9,
2023-Mvuyekure,plastic,entirely,60.0,30.0,7,0.9,
2023-Mvuyekure,plastic,entirely,60.0,60.0,7,0.9,
2023-Mvuyekure,plastic,entirely,60.0,0.0,7,7.0,
2023-Mvuyekure,plastic,entirely,60.0,1.0,7,7.26,
2023-Mvuyekure,plastic,entirely,60.0,3.0,7,7.36,
2023-Mvuyekure,plastic,entirely,60.0,5.0,7,6.6,
2023-Mvuyekure,plastic,entirely,60.0,7.5,7,4.68,
2023-Mvuyekure,plastic,entirely,60.0,10.0,7,3.98,
2023-Mvuyekure,plastic,entirely,60.0,12.0,7,3.37,
2023-Mvuyekure,plastic,entirely,60.0,15.0,7,1.38,
2023-Mvuyekure,plastic,entirely,60.0,20.0,7,1.01,
2023-Mvuyekure,plastic,entirely,60.0,30.0,7,0.9,
2023-Mvuyekure,plastic,entirely,60.0,60.0,7,0.9,
2023-Mvuyekure,plastic,entirely,60.0,0.0,7,7.0,
2023-Mvuyekure,plastic,entirely,60.0,1.0,7,6.88,
2023-Mvuyekure,plastic,entirely,60.0,3.0,7,6.94,
2023-Mvuyekure,plastic,entirely,60.0,5.0,7,5.69,
2023-Mvuyekure,plastic,entirely,60.0,7.5,7,4.4,
2023-Mvuyekure,plastic,entirely,60.0,10.0,7,3.51,
2023-Mvuyekure,plastic,entirely,60.0,12.0,7,3.06,
2023-Mvuyekure,plastic,entirely,60.0,15.0,7,1.57,
2023-Mvuyekure,plastic,entirely,60.0,20.0,7,0.9,
2023-Mvuyekure,plastic,entirely,60.0,30.0,7,0.9,
2023-Mvuyekure,plastic,entirely,60.0,60.0,7,0.9,
2023-Mvuyekure,plastic,entirely,70.0,0.0,7,7.0,
2023-Mvuyekure,plastic,entirely,70.0,1.0,7,6.68,
2023-Mvuyekure,plastic,entirely,70.0,2.0,7,6.25,
2023-Mvuyekure,plastic,entirely,70.0,3.0,7,3.92,
2023-Mvuyekure,plastic,entirely,70.0,4.0,7,2.08,
2023-Mvuyekure,plastic,entirely,70.0,5.0,7,0.9,
2023-Mvuyekure,plastic,entirely,70.0,6.0,7,0.9,
2023-Mvuyekure,plastic,entirely,70.0,7.0,7,0.9,
2023-Mvuyekure,plastic,entirely,70.0,8.0,7,0.9,
2023-Mvuyekure,plastic,entirely,70.0,10.0,7,0.9,
2023-Mvuyekure,plastic,entirely,70.0,0.0,7,7.0,
2023-Mvuyekure,plastic,entirely,70.0,1.0,7,6.53,
2023-Mvuyekure,plastic,entirely,70.0,2.0,7,6.15,
2023-Mvuyekure,plastic,entirely,70.0,3.0,7,4.09,
2023-Mvuyekure,plastic,entirely,70.0,4.0,7,2.14,
2023-Mvuyekure,plastic,entirely,70.0,5.0,7,0.9,
2023-Mvuyekure,plastic,entirely,70.0,6.0,7,0.9,
2023-Mvuyekure,plastic,entirely,70.0,7.0,7,0.9,
2023-Mvuyekure,plastic,entirely,70.0,8.0,7,0.9,
2023-Mvuyekure,plastic,entirely,70.0,10.0,7,0.9,
2023-Mvuyekure,plastic,entirely,70.0,0.0,7,7.0,
2023-Mvuyekure,plastic,entirely,70.0,1.0,7,6.62,
2023-Mvuyekure,plastic,entirely,70.0,2.0,7,6.28,
2023-Mvuyekure,plastic,entirely,70.0,3.0,7,4.48,
2023-Mvuyekure,plastic,entirely,70.0,4.0,7,2.03,
2023-Mvuyekure,plastic,entirely,70.0,5.0,7,0.9,
2023-Mvuyekure,plastic,entirely,70.0,6.0,7,0.9,
2023-Mvuyekure,plastic,entirely,70.0,7.0,7,0.9,
2023-Mvuyekure,plastic,entirely,70.0,8.0,7,0.9,
2023-Mvuyekure,plastic,entirely,70.0,10.0,7,0.9,
2023-Mvuyekure,plastic,entirely,80.0,0.0,7,7.0,
2023-Mvuyekure,plastic,entirely,80.0,0.5,7,6.77,
2023-Mvuyekure,plastic,entirely,80.0,1.0,7,6.63,
2023-Mvuyekure,plastic,entirely,80.0,1.5,7,5.08,
2023-Mvuyekure,plastic,entirely,80.0,2.0,7,2.56,
2023-Mvuyekure,plastic,entirely,80.0,2.5,7,0.9,
2023-Mvuyekure,plastic,entirely,80.0,3.0,7,0.9,
2023-Mvuyekure,plastic,entirely,80.0,3.5,7,0.9,
2023-Mvuyekure,plastic,entirely,80.0,4.0,7,0.9,
2023-Mvuyekure,plastic,entirely,80.0,4.5,7,0.9,
2023-Mvuyekure,plastic,entirely,80.0,5.0,7,0.9,
2023-Mvuyekure,plastic,entirely,80.0,0.0,7,7.0,
2023-Mvuyekure,plastic,entirely,80.0,0.5,7,6.69,
2023-Mvuyekure,plastic,entirely,80.0,1.0,7,6.6,
2023-Mvuyekure,plastic,entirely,80.0,1.5,7,4.9,
2023-Mvuyekure,plastic,entirely,80.0,2.0,7,1.95,
2023-Mvuyekure,plastic,entirely,80.0,2.5,7,0.9,
2023-Mvuyekure,plastic,entirely,80.0,3.0,7,0.9,
2023-Mvuyekure,plastic,entirely,80.0,3.5,7,0.9,
2023-Mvuyekure,plastic,entirely,80.0,4.0,7,0.9,
2023-Mvuyekure,plastic,entirely,80.0,4.5,7,0.9,
2023-Mvuyekure,plastic,entirely,80.0,5.0,7,0.9,
2023-Mvuyekure,plastic,entirely,80.0,0.0,7,7.0,
2023-Mvuyekure,plastic,entirely,80.0,0.5,7,6.9,
2023-Mvuyekure,plastic,entirely,80.0,1.0,7,7.12,
2023-Mvuyekure,plastic,entirely,80.0,1.5,7,4.88,
2023-Mvuyekure,plastic,entirely,80.0,2.0,7,2.52,
2023-Mvuyekure,plastic,entirely,80.0,2.5,7,0.9,
2023-Mvuyekure,plastic,entirely,80.0,3.0,7,0.9,
2023-Mvuyekure,plastic,entirely,80.0,3.5,7,0.9,
2023-Mvuyekure,plastic,entirely,80.0,4.0,7,0.9,
2023-Mvuyekure,plastic,entirely,80.0,4.5,7,0.9,
2023-Mvuyekure,plastic,entirely,80.0,5.0,7,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,0.0,7,7.0,sent afterwards  seperatly 
2017-Jones-Ibarra,metal,entirely,65.5,0.5,7,4.75,
2017-Jones-Ibarra,metal,entirely,65.5,1.0,7,2.58,
2017-Jones-Ibarra,metal,entirely,65.5,5.0,7,3.07,
2017-Jones-Ibarra,metal,entirely,65.5,10.0,7,1.18,
2017-Jones-Ibarra,metal,entirely,65.5,15.0,7,1.18,
2017-Jones-Ibarra,metal,entirely,65.5,0.0,7,7.0,
2017-Jones-Ibarra,metal,entirely,65.5,0.5,7,4.0,
2017-Jones-Ibarra,metal,entirely,65.5,1.0,7,3.74,
2017-Jones-Ibarra,metal,entirely,65.5,5.0,7,2.62,
2017-Jones-Ibarra,metal,entirely,65.5,10.0,7,1.52,
2017-Jones-Ibarra,metal,entirely,65.5,15.0,7,1.52,
2017-Jones-Ibarra,metal,entirely,65.5,0.0,7,7.0,
2017-Jones-Ibarra,metal,entirely,65.5,0.5,7,3.44,
2017-Jones-Ibarra,metal,entirely,65.5,1.0,7,2.6,
2017-Jones-Ibarra,metal,entirely,65.5,5.0,7,2.6,
2017-Jones-Ibarra,metal,entirely,65.5,10.0,7,2.6,
2017-Jones-Ibarra,metal,entirely,65.5,15.0,7,2.6,
2017-Jones-Ibarra,metal,entirely,68.3,0.0,7,7.0,
2017-Jones-Ibarra,metal,entirely,68.3,0.5,7,1.26,
2017-Jones-Ibarra,metal,entirely,68.3,1.0,7,1.26,
2017-Jones-Ibarra,metal,entirely,68.3,5.0,7,1.26,
2017-Jones-Ibarra,metal,entirely,68.3,10.0,7,1.26,
2017-Jones-Ibarra,metal,entirely,68.3,15.0,7,1.26,
2017-Jones-Ibarra,metal,entirely,68.3,0.0,7,7.0,
2017-Jones-Ibarra,metal,entirely,68.3,0.5,7,2.45,
2017-Jones-Ibarra,metal,entirely,68.3,1.0,7,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,5.0,7,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,10.0,7,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,15.0,7,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,0.0,7,7.0,
2017-Jones-Ibarra,metal,entirely,68.3,0.5,7,2.0,
2017-Jones-Ibarra,metal,entirely,68.3,1.0,7,1.42,
2017-Jones-Ibarra,metal,entirely,68.3,5.0,7,1.42,
2017-Jones-Ibarra,metal,entirely,68.3,10.0,7,1.42,
2017-Jones-Ibarra,metal,entirely,68.3,15.0,7,1.42,
2017-Jones-Ibarra,metal,entirely,71.1,0.0,7,7.0,
2017-Jones-Ibarra,metal,entirely,71.1,0.5,7,1.44,
2017-Jones-Ibarra,metal,entirely,71.1,1.0,7,1.44,
2017-Jones-Ibarra,metal,entirely,71.1,5.0,7,1.44,
2017-Jones-Ibarra,metal,entirely,71.1,10.0,7,1.44,
2017-Jones-Ibarra,metal,entirely,71.1,15.0,7,1.44,
2017-Jones-Ibarra,metal,entirely,71.1,0.0,7,7.0,
2017-Jones-Ibarra,metal,entirely,71.1,0.5,7,0.95,
2017-Jones-Ibarra,metal,entirely,71.1,1.0,7,0.95,
2017-Jones-Ibarra,metal,entirely,71.1,5.0,7,0.95,
2017-Jones-Ibarra,metal,entirely,71.1,10.0,7,0.95,
2017-Jones-Ibarra,metal,entirely,71.1,15.0,7,0.95,
2017-Jones-Ibarra,metal,entirely,71.1,0.0,7,7.0,
2017-Jones-Ibarra,metal,entirely,71.1,0.5,7,1.02,
2017-Jones-Ibarra,metal,entirely,71.1,1.0,7,1.02,
2017-Jones-Ibarra,metal,entirely,71.1,5.0,7,1.02,
2017-Jones-Ibarra,metal,entirely,71.1,10.0,7,1.02,
2017-Jones-Ibarra,metal,entirely,71.1,15.0,7,1.02,
2017-Jones-Ibarra,metal,entirely,60.0,0.0,7,7.0,Salmonella cocktail
2017-Jones-Ibarra,metal,entirely,60.0,15.0,7,1.08,
2017-Jones-Ibarra,metal,entirely,60.0,30.0,7,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,45.0,7,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,60.0,7,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,0.0,7,7.0,
2017-Jones-Ibarra,metal,entirely,60.0,15.0,7,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,30.0,7,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,45.0,7,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,60.0,7,0.9,
2020-Wong,metal,partially,82.2,0.0,7,7.0,Blood and feather but no summary
2020-Wong,metal,partially,82.2,0.5,7,6.95,
2020-Wong,metal,partially,82.2,1.0,7,6.75,
2020-Wong,metal,partially,82.2,2.0,7,5.87,
2020-Wong,metal,partially,82.2,3.0,7,4.54,
2020-Wong,metal,partially,82.2,4.0,7,4.31,
2020-Wong,metal,partially,82.2,5.0,7,1.45,
2020-Wong,metal,partially,82.2,0.0,7,7.0,
2020-Wong,metal,partially,82.2,0.5,7,6.96,
2020-Wong,metal,partially,82.2,1.0,7,6.76,
2020-Wong,metal,partially,82.2,2.0,7,5.78,
2020-Wong,metal,partially,82.2,3.0,7,4.41,
2020-Wong,metal,partially,82.2,4.0,7,4.22,
2020-Wong,metal,partially,82.2,5.0,7,1.29,
2020-Wong,metal,partially,82.2,0.0,7,7.0,
2020-Wong,metal,partially,82.2,0.5,7,5.96,
2020-Wong,metal,partially,82.2,1.0,7,5.68,
2020-Wong,metal,partially,82.2,2.0,7,5.84,
2020-Wong,metal,partially,82.2,3.0,7,4.58,
2020-Wong,metal,partially,82.2,4.0,7,0.93,
2020-Wong,metal,partially,82.2,5.0,7,0.93,
2020-Wong,metal,partially,87.7,0.0,7,7.0,
2020-Wong,metal,partially,87.7,0.5,7,6.81,
2020-Wong,metal,partially,87.7,1.0,7,6.81,
2020-Wong,metal,partially,87.7,2.0,7,4.6,
2020-Wong,metal,partially,87.7,3.0,7,3.25,
2020-Wong,metal,partially,87.7,4.0,7,1.6,
2020-Wong,metal,partially,87.7,5.0,7,0.9,
2020-Wong,metal,partially,87.7,0.0,7,7.0,
2020-Wong,metal,partially,87.7,0.5,7,6.76,
2020-Wong,metal,partially,87.7,1.0,7,6.41,
2020-Wong,metal,partially,87.7,2.0,7,1.83,
2020-Wong,metal,partially,87.7,3.0,7,1.12,
2020-Wong,metal,partially,87.7,4.0,7,0.95,
2020-Wong,metal,partially,87.7,5.0,7,0.95,
2020-Wong,metal,partially,87.7,0.0,7,7.0,
2020-Wong,metal,partially,87.7,0.5,7,5.9,
2020-Wong,metal,partially,87.7,1.0,7,5.46,
2020-Wong,metal,partially,87.7,2.0,7,4.29,
2020-Wong,metal,partially,87.7,3.0,7,0.93,
2020-Wong,metal,partially,87.7,4.0,7,0.93,
2020-Wong,metal,partially,87.7,5.0,7,0.93,
2020-Wong,metal,partially,93.3,0.0,7,7.0,
2020-Wong,metal,partially,93.3,0.5,7,0.94,
2020-Wong,metal,partially,93.3,1.0,7,0.9,
2020-Wong,metal,partially,93.3,2.0,7,0.9,
2020-Wong,metal,partially,93.3,3.0,7,0.9,
2020-Wong,metal,partially,93.3,4.0,7,0.9,
2020-Wong,metal,partially,93.3,5.0,7,0.9,
2020-Wong,metal,partially,93.3,0.0,7,7.0,
2020-Wong,metal,partially,93.3,0.5,7,3.36,
2020-Wong,metal,partially,93.3,1.0,7,0.9,
2020-Wong,metal,partially,93.3,2.0,7,0.9,
2020-Wong,metal,partially,93.3,3.0,7,0.9,
2020-Wong,metal,partially,93.3,4.0,7,0.9,
2020-Wong,metal,partially,93.3,5.0,7,0.9,
2020-Wong,metal,partially,93.3,0.0,7,7.0,
2020-Wong,metal,partially,93.3,0.5,7,3.86,
2020-Wong,metal,partially,93.3,1.0,7,0.93,
2020-Wong,metal,partially,93.3,2.0,7,0.93,
2020-Wong,metal,partially,93.3,3.0,7,0.93,
2020-Wong,metal,partially,93.3,4.0,7,0.93,
2020-Wong,metal,partially,93.3,5.0,7,0.93,
2021-FSIS-Guideline,pastic,entirely,57.8,63.3,7,0.9,FSIS Chicken Standard 1% Fat
2021-FSIS-Guideline,pastic,entirely,58.1,50.1,7,0.9,
2021-FSIS-Guideline,pastic,entirely,58.9,39.7,7,0.9,
2021-FSIS-Guideline,pastic,entirely,59.4,31.6,7,0.9,
2021-FSIS-Guideline,pastic,entirely,60.0,25.2,7,0.9,
2021-FSIS-Guideline,pastic,entirely,60.6,20.1,7,0.9,
2021-FSIS-Guideline,pastic,entirely,61.1,16.1,7,0.9,
2021-FSIS-Guideline,pastic,entirely,61.7,13.0,7,0.9,
2021-FSIS-Guideline,pastic,entirely,62.2,10.4,7,0.9,
2021-FSIS-Guideline,pastic,entirely,62.8,8.4,7,0.9,
2021-FSIS-Guideline,pastic,entirely,63.3,6.8,7,0.9,
2021-FSIS-Guideline,pastic,entirely,63.9,5.5,7,0.9,
2021-FSIS-Guideline,pastic,entirely,64.4,4.4,7,0.9,
2021-FSIS-Guideline,pastic,entirely,65.0,3.5,7,0.9,
2021-FSIS-Guideline,pastic,entirely,65.5,2.7,7,0.9,
2021-FSIS-Guideline,pastic,entirely,66.1,2.1,7,0.9,
2021-FSIS-Guideline,pastic,entirely,66.7,1.5,7,0.9,
2021-FSIS-Guideline,pastic,entirely,67.2,1.2,7,0.9,
2021-FSIS-Guideline,pastic,entirely,67.8,0.93,7,0.9,
2021-FSIS-Guideline,pastic,entirely,68.3,0.74,7,0.9,
2021-FSIS-Guideline,pastic,entirely,68.9,0.58,7,0.9,
2021-FSIS-Guideline,pastic,entirely,69.4,0.46,7,0.9,
2021-FSIS-Guideline,pastic,entirely,70.0,0.36,7,0.9,
2021-FSIS-Guideline,pastic,entirely,70.6,0.28,7,0.9,
2021-FSIS-Guideline,pastic,entirely,71.1,0.23,7,0.9,
2021-FSIS-Guideline,pastic,entirely,71.7,0.18,7,0.9,
2023-Mvuyekure,plastic,entirely,60.0,0.0,8,8.0,Dataset with the blood Summary
2023-Mvuyekure,plastic,entirely,60.0,1.0,8,8.08,
2023-Mvuyekure,plastic,entirely,60.0,3.0,8,7.73,
2023-Mvuyekure,plastic,entirely,60.0,5.0,8,7.2,
2023-Mvuyekure,plastic,entirely,60.0,7.5,8,5.74,
2023-Mvuyekure,plastic,entirely,60.0,10.0,8,4.95,
2023-Mvuyekure,plastic,entirely,60.0,12.0,8,3.81,
2023-Mvuyekure,plastic,entirely,60.0,15.0,8,2.43,
2023-Mvuyekure,plastic,entirely,60.0,20.0,8,1.85,
2023-Mvuyekure,plastic,entirely,60.0,30.0,8,0.9,
2023-Mvuyekure,plastic,entirely,60.0,60.0,8,0.9,
2023-Mvuyekure,plastic,entirely,60.0,0.0,8,8.0,
2023-Mvuyekure,plastic,entirely,60.0,1.0,8,8.26,
2023-Mvuyekure,plastic,entirely,60.0,3.0,8,8.36,
2023-Mvuyekure,plastic,entirely,60.0,5.0,8,7.6,
2023-Mvuyekure,plastic,entirely,60.0,7.5,8,5.68,
2023-Mvuyekure,plastic,entirely,60.0,10.0,8,4.98,
2023-Mvuyekure,plastic,entirely,60.0,12.0,8,4.37,
2023-Mvuyekure,plastic,entirely,60.0,15.0,8,2.38,
2023-Mvuyekure,plastic,entirely,60.0,20.0,8,2.01,
2023-Mvuyekure,plastic,entirely,60.0,30.0,8,1.36,
2023-Mvuyekure,plastic,entirely,60.0,60.0,8,0.96,
2023-Mvuyekure,plastic,entirely,60.0,0.0,8,8.0,
2023-Mvuyekure,plastic,entirely,60.0,1.0,8,7.88,
2023-Mvuyekure,plastic,entirely,60.0,3.0,8,7.94,
2023-Mvuyekure,plastic,entirely,60.0,5.0,8,6.69,
2023-Mvuyekure,plastic,entirely,60.0,7.5,8,5.4,
2023-Mvuyekure,plastic,entirely,60.0,10.0,8,4.51,
2023-Mvuyekure,plastic,entirely,60.0,12.0,8,4.06,
2023-Mvuyekure,plastic,entirely,60.0,15.0,8,2.57,
2023-Mvuyekure,plastic,entirely,60.0,20.0,8,1.68,
2023-Mvuyekure,plastic,entirely,60.0,30.0,8,0.9,
2023-Mvuyekure,plastic,entirely,60.0,60.0,8,0.9,
2023-Mvuyekure,plastic,entirely,70.0,0.0,8,8.0,
2023-Mvuyekure,plastic,entirely,70.0,1.0,8,7.68,
2023-Mvuyekure,plastic,entirely,70.0,2.0,8,7.25,
2023-Mvuyekure,plastic,entirely,70.0,3.0,8,4.92,
2023-Mvuyekure,plastic,entirely,70.0,4.0,8,3.08,
2023-Mvuyekure,plastic,entirely,70.0,5.0,8,0.9,
2023-Mvuyekure,plastic,entirely,70.0,6.0,8,0.9,
2023-Mvuyekure,plastic,entirely,70.0,7.0,8,0.9,
2023-Mvuyekure,plastic,entirely,70.0,8.0,8,0.9,
2023-Mvuyekure,plastic,entirely,70.0,10.0,8,0.9,
2023-Mvuyekure,plastic,entirely,70.0,0.0,8,8.0,
2023-Mvuyekure,plastic,entirely,70.0,1.0,8,7.53,
2023-Mvuyekure,plastic,entirely,70.0,2.0,8,7.15,
2023-Mvuyekure,plastic,entirely,70.0,3.0,8,5.09,
2023-Mvuyekure,plastic,entirely,70.0,4.0,8,3.14,
2023-Mvuyekure,plastic,entirely,70.0,5.0,8,0.9,
2023-Mvuyekure,plastic,entirely,70.0,6.0,8,0.9,
2023-Mvuyekure,plastic,entirely,70.0,7.0,8,0.9,
2023-Mvuyekure,plastic,entirely,70.0,8.0,8,0.9,
2023-Mvuyekure,plastic,entirely,70.0,10.0,8,0.9,
2023-Mvuyekure,plastic,entirely,70.0,0.0,8,8.0,
2023-Mvuyekure,plastic,entirely,70.0,1.0,8,7.62,
2023-Mvuyekure,plastic,entirely,70.0,2.0,8,7.28,
2023-Mvuyekure,plastic,entirely,70.0,3.0,8,5.48,
2023-Mvuyekure,plastic,entirely,70.0,4.0,8,3.03,
2023-Mvuyekure,plastic,entirely,70.0,5.0,8,0.9,
2023-Mvuyekure,plastic,entirely,70.0,6.0,8,0.9,
2023-Mvuyekure,plastic,entirely,70.0,7.0,8,0.9,
2023-Mvuyekure,plastic,entirely,70.0,8.0,8,0.9,
2023-Mvuyekure,plastic,entirely,70.0,10.0,8,0.9,
2023-Mvuyekure,plastic,entirely,80.0,0.0,8,8.0,
